name,meaning,name_origin,meaning_origin,birth_flower,trivia,image_url
エキザカム,"あなたを愛します,あなたの夢は美しい",名前の由来ははっきりしていませんが、インド洋の孤島・ソコトラ島原産という珍しい経歴を持っています。和名は「紅姫竜胆（ベニヒメリンドウ）」。,紫色の小さな花の中心に、黄色い雄しべが鮮やかに突き出しているコントラストが可愛らしく、その姿が胸に秘めた恋心をまっすぐに伝えているように見えることから「あなたを愛します」という情熱的な言葉がつきました。,"5月16日,6月15日,10月26日",リンドウ科。ソコトラ島原産。甘い香りがあり、夏から秋まで次々と花を咲かせるため、夏の鉢植えとして人気があります。葉っぱにツヤがあるのも特徴です。,https://upload.wikimedia.org/wikipedia/commons/d/dd/Exacum_affine_1.jpg
エゴノキ,"壮大,天才",実を噛むと喉を刺激する「えぐい（えごい）」味がすることから、そのまま「エゴノキ」と名付けられました。,初夏になると、枝いっぱいに無数の白い星形の花をぶら下げるように咲かせ、木の下から見上げると満天の星空のような迫力があることから「壮大」。花が下を向いて咲く姿が、思慮深く考え事をしている哲学者のように見えるため「天才」とも称されます。,"5月16日,6月12日",エゴノキ科。日本、東アジア原産。実の皮にはサポニンが含まれており、昔は石鹸の代わりに使ったり、川に流して魚を麻痺させて捕る漁に使われたりしました。,https://upload.wikimedia.org/wikipedia/commons/6/6f/Styrax_japonica_a1.jpg
エニシダ（金雀枝）,"謙遜,清潔,博愛,卑下",細い枝に、雀（スズメ）が止まっているような形の黄色い花を咲かせることから「金雀枝」という漢字が当てられました。名前はオランダ語由来です。,枝を束ねてホウキを作るのに使われたことから、魔女の空飛ぶホウキの材料とされ、掃除をして場を清める「清潔」が生まれました。伝説で、王位継承争いから逃げた王子がこの茂みに隠れて助かったことから「謙遜」「卑下」という意味もあります。,"3月12日,3月30日,4月14日",マメ科。ヨーロッパ原産。枝は緑色で細く、葉が少ないのが特徴です。植物全体にアルカロイド系の毒があるため、誤って食べないように注意が必要です。,https://upload.wikimedia.org/wikipedia/commons/c/c9/Cytisus_scoparius5.jpg
エノコログサ（猫じゃらし）,"遊び,愛嬌",フサフサの花穂が子犬（いぬっころ）の尻尾に似ていることから「いぬっころ草」が変化してエノコログサ。「猫じゃらし」は猫を遊ばせる草という意味です。,風に揺れるフワフワした穂が、まるで手招きをして「遊ぼう」と誘っているように見えることや、実際に子供や猫の最高のおもちゃになることから「遊び」「愛嬌」という親しみやすい花言葉がつきました。,"9月20日,10月16日",イネ科。世界中に生えています。穀物の「アワ（粟）」の原種とされています。雑草扱いされますが、夕日に透ける姿はノスタルジックでとてもきれいです。,https://upload.wikimedia.org/wikipedia/commons/0/09/Setaria_viridis_0.5_R.jpg
エビネ（海老根）,"謙虚,謙虚な恋,誠実,真実",地面の下にある根茎の形が、エビ（海老）の背中のように節があって曲がっていることから名付けられました。,華やかな洋ランとは対照的に、森の木陰で、茶色や落ち着いた色合いの花をひっそりと咲かせる姿から「謙虚」「誠実」。その控えめな美しさが、日本人の心に響く花として古くから愛されています。,"3月28日,4月26日,5月27日",ラン科。日本、東アジア原産。かつて「エビネブーム」が起きて投機対象となり、乱獲されてしまったため、現在自然の中で見かけることは非常に稀な貴重な植物です。,https://upload.wikimedia.org/wikipedia/commons/5/50/Calanthe_discolor_5.jpg
エリカ,"孤独,博愛,良い言葉,裏切り",学名の「Erica」はギリシャ語の「砕く」という意味に由来します。昔、体内の胆石を砕く薬効があると信じられていたためです。,風の吹きすさぶ荒野（ヒース）に群生して咲く姿から、厳しい自然に耐える「孤独」が連想されました。一方で、そんな厳しい環境でも小さな花をびっしりと咲かせる姿から、神の恵みとしての「博愛」という意味も持っています。,"2月10日,8月5日,9月17日",ツツジ科。ヨーロッパ、アフリカ原産。英語では「ヒース」と呼ばれ、小説『嵐が丘』などの舞台を象徴する花として、荒涼とした風景の一部として描かれます。,https://upload.wikimedia.org/wikipedia/commons/6/62/Erica_carnea_R.B.G.Kew.jpg
エリンギウム,"秘めた愛,秘密の恋,光を求める",ギリシャ語の「ハリネズミ」などが語源とされ、その名の通りトゲトゲした姿に由来します。和名は「松笠薊（マツカサアザミ）」。,金属のような光沢のある青紫色の花と、鋭いトゲのある葉に守られた姿が、人を簡単には寄せ付けないクールな印象を与える一方、内側に熱い情熱を隠し持っているように見えることから「秘めた愛」「秘密の恋」とされました。,"7月25日,8月28日",セリ科。ヨーロッパ原産。ドライフラワーとして非常に人気があります。カサカサした硬い質感と、独特の幾何学的な美しさを持つ個性派の花です。,https://upload.wikimedia.org/wikipedia/commons/2/23/Eryngium_alpinum_bgiu.jpg
エンレイソウ（延齢草）,"奥ゆかしい美しさ,叡智,長生き",中国で薬草として使われ、根を煎じて飲むと寿命が延びると信じられていたことから「延齢草」というおめでたい名前がつきました。,大きな3枚の葉の中心に、小さな花をポツンと咲かせる姿が控えめで品があることから「奥ゆかしい美しさ」。種が芽を出してから花が咲くまで10年以上もかかることから、長い時間をかけて蓄えた「叡智」を表します。,"5月18日,7月24日",シュロソウ科。日本、北半球原産。別名「タチアマ」。根にはサポニンなどの毒性成分を含んでいますが、かつては胃腸薬として利用されていました。,https://upload.wikimedia.org/wikipedia/commons/d/df/Trillium_smallii_flower.jpg
オウゴンモチ（黄金餅）,"清廉,魅力",秋から冬にかけて、実が鮮やかな黄色（黄金色）に熟すモチノキであることから名付けられました。,モチノキの樹皮から、鳥や昆虫を捕まえる接着剤「とりもち」が作られるため、獲物を引き寄せる「魅力」。また、黄金色の実が富や汚れのない美しさを象徴することから「清廉」とされました。,1月25日,モチノキ科。日本、朝鮮半島原産。常緑樹なので、庭木や生垣によく使われます。普通のモチノキは赤い実をつけますが、これは珍しい黄色い実をつける品種です。,https://upload.wikimedia.org/wikipedia/commons/0/05/Ilex_citriodora_seeds.jpg
オウバイ（黄梅）,"期待,恩恵,控えめな美,気高い精神",梅が咲くのと同じ時期に、似たような黄色い花を咲かせることから「黄梅」。梅（バラ科）ではなく、実はジャスミンの仲間です。,まだ寒さの残る早春に、春の訪れを告げるように明るい黄色い花を咲かせることから、暖かくなることへの「期待」や「恩恵」。ジャスミンの仲間なのに香りがないため「控えめな美」とされています。,"1月22日,2月20日,3月6日",モクセイ科。中国原産。漢名では「迎春花」。中国では旧正月（春節）の頃に咲く、おめでたい縁起の良い花として愛されています。,https://upload.wikimedia.org/wikipedia/commons/0/07/Jasminum_nudiflorum0.jpg
オウレン（黄連）,"変身,揺れる心",地面の下の根茎が黄色く連なっていることから「黄連」。古くから胃腸薬などに使われる重要な生薬です。,早春に残雪を割って咲く白い花は可憐で儚げですが、その根っこは強力な胃腸薬になるという、見た目と効能のギャップから「変身」。細い茎の先で小さな花が風に揺れる様子から「揺れる心」とも。,3月25日,キンポウゲ科。日本、北半球原産。根茎にはベルベリンという成分が含まれており、現在でも胃腸薬や整腸剤の原料として広く使われている実力派の薬草です。,https://upload.wikimedia.org/wikipedia/commons/2/2f/Coptis_japonica.jpg
オオイヌノフグリ,"信頼,神聖,清らか,忠実",実の形が犬の陰嚢（フグリ）に似ていることから、植物学者の牧野富太郎博士によって、見たままズバリな名前を付けられました。,名前はちょっとアレですが、花言葉は「信頼」「神聖」と非常に崇高です。これは学名の「Veronica」が、十字架を背負うキリストの汗を拭った聖女ヴェロニカに由来することからきています。,"2月11日,2月16日,3月24日",オオバコ科。ヨーロッパ原産。春先に道端でよく見かける、コバルトブルーの小さな花です。最近では「星の瞳」というロマンチックな別名で呼ばれることもあります。,https://upload.wikimedia.org/wikipedia/commons/d/d4/Veronica_persica_2.jpg
オオオニバス（大鬼蓮）,"勇気,神秘的",葉っぱが巨大で、表面に鋭いトゲ（鬼）があるハスという意味で名付けられました。,直径2メートル以上にもなる巨大な葉は、小さい子供が乗れるほどの浮力を持つことから、その力強さとスケールの大きさを称えて「勇気」。夜に開花し、白からピンクへ色が変化する様子が「神秘的」です。,"8月18日,9月21日",スイレン科。アマゾン川原産。世界最大の葉を持つ植物として有名です。花はたった2晩しか咲かず、強い香りで虫をおびき寄せて閉じ込め、受粉したら水没するという劇的な一生を送ります。,https://upload.wikimedia.org/wikipedia/commons/9/90/Victoria_cruziana_in_flower.jpg
オオデマリ（大手毬）,"約束を守って,華やかな恋,天国",小さな花がたくさん集まって、手毬（ボール）のように丸い形を作って咲くことから名付けられました。野生の「ヤブデマリ」を品種改良したものです。,無数の小さな花が固く結束して咲く姿が、強い絆や約束を感じさせることから「約束を守って」。満開時には木全体が真っ白な花で埋め尽くされ、その美しさが「天国」のようであると言われます。,"5月27日,6月6日",レンプクソウ科。日本原産。アジサイの「アナベル」によく似ていますが全く別の植物です。咲き始めは爽やかな緑色で、だんだんと純白に変わっていく様子が素敵です。,https://upload.wikimedia.org/wikipedia/commons/4/4e/Viburnum_plicatum_var._plicatum.jpg
オオバコ（大葉子）,"足跡,白人の足跡,耐え忍ぶ愛",葉っぱが大きくて広いことから「大葉子」と呼ばれます。別名は「車前草（シャゼンソウ）」。,踏まれても踏まれても枯れない強さがあり、あえて人や車が通る道を選んで生えることから「足跡」。アメリカでは、白人の開拓者が通った後に必ずこの草が生えてきたことから、先住民に「白人の足跡」と呼ばれていました。,"8月30日,9月26日",オオバコ科。日本全国どこにでも生えています。種は水に濡れるとベタベタして粘着力が出るため、靴の裏や車のタイヤにくっついて遠くまで運ばれます。,https://upload.wikimedia.org/wikipedia/commons/3/36/Plantago_asiatica0.jpg
オオバンバンジマツリ,"浮気な人,熱心,変わりやすい",漢字では「大花蕃茉莉」。外国（蕃）から来た、ジャスミン（茉莉）のような良い香りがする大きな花、という意味です。,咲いたばかりの花は濃い紫色ですが、翌日には白っぽく色が抜けていきます。一本の木に紫と白の花が混ざって咲く様子から、心がコロコロ変わる「浮気な人」「変わりやすい」とされました。,4月4日,ナス科。南米原産。ジャスミンのような甘い香りがあります。英語名は「イエスタデイ・トゥデイ・アンド・トゥモロー（昨日・今日・明日）」で、日ごとに色が変わる様子を表しています。,https://upload.wikimedia.org/wikipedia/commons/6/6f/Brunfelsia_pauciflora.jpg
オオマツヨイグサ（大待宵草）,"ほのかな恋,移り気,静かな恋,浴後の美人",夕暮れ（宵）を待ってから花を咲かせるため「待宵草」。その仲間の中で特に大きな花を咲かせる種類です。,人目を避けるように、夕方から夜にかけてひっそりと花開く姿から「静かな恋」「ほのかな恋」という奥ゆかしい言葉が生まれました。朝にはしぼんでしまう短命な花であることも、儚い恋を連想させます。,"6月20日,7月24日",アカバナ科。北米原産。「月見草（ツキミソウ）」とよく混同されますが、黄色い花はマツヨイグサの仲間です。竹久夢二の美人画や詩のイメージとしても有名です。,https://upload.wikimedia.org/wikipedia/commons/7/7e/Oenothera_glazioviana_flower.jpg
オカトラノオ（丘虎の尾）,"優しい風情,清純な恋,忠実",長く垂れ下がった白い花穂が虎の尻尾に似ていて、日当たりの良い丘や草地に咲くことから名付けられました。,白い小さな花が尻尾のように垂れて咲きますが、その先端が風に優しく揺れる様子や、純白の花色の清楚さから「優しい風情」「清純な恋」という美しい言葉がつきました。,"6月12日,6月22日",サクラソウ科。日本、東アジア原産。群れになって咲くことが多く、風に吹かれると白い波が立っているようで、とても美しい光景を作ります。,https://upload.wikimedia.org/wikipedia/commons/0/07/Lysimachia_clethroides_flower.jpg
オキザリス,"輝く心,決してあなたを捨てません,母親の優しさ",ギリシャ語で「酸っぱい（oxys）」が語源。葉や茎を噛むと酸味があることに由来します。和名は「カタバミ」。,かつてこの草の葉で鏡や真鍮を磨いてピカピカにしていたことから「輝く心」。雑草のカタバミと同じく根が深く、一度根付くと引き抜くのが大変なほど強い繁殖力を持つことから「決してあなたを捨てません」という重めの愛の言葉がつきました。,"1月26日,10月1日,11月21日",カタバミ科。世界中に分布。園芸用のきれいな品種をオキザリス、道端の雑草をカタバミと呼び分けるのが一般的です。夜や天気の悪い日には花を閉じて眠ります。,https://upload.wikimedia.org/wikipedia/commons/a/ab/Oxalis_bowiei_flower.jpg
オキナグサ（翁草）,"何も求めない,告げられぬ恋,清純な心,裏切りの恋",花が終わった後の種に白い綿毛が生え、それがおじいさん（翁）の白髪のように見えることから「翁草」となりました。,うつむいて咲く赤紫色の花が、何か言いたくても言えない恥じらいを感じさせることから「告げられぬ恋」。盛りを過ぎると急に花が上を向くため「裏切りの恋」とも。野に咲く素朴な姿から「何も求めない」とされます。,"2月5日,3月7日,4月9日",キンポウゲ科。日本、東アジア原産。昔はどこにでもある草花でしたが、開発や乱獲で数が激減し、今は絶滅危惧種として保護されています。,https://upload.wikimedia.org/wikipedia/commons/3/33/Pulsatilla_cernua_flower.jpg
オクラ,"恋の病,岳父（恋人の父）の恩",アフリカ現地の言葉が語源と言われています。英語でもOkra。アメリカ南部料理では、粘り気を活かして「ガンボ」とも呼ばれます。,クリーム色の美しい花が、うつむき加減に咲く様子が、恋煩いで元気をなくした乙女のように見えることから「恋の病」。また、フランスでは「恋人の父親への恩」という、なんとも具体的で不思議な花言葉も持っています。,8月16日,アオイ科。アフリカ北東部原産。花はハイビスカスに似てとても美しいですが、野菜として美味しい実を収穫するためには、花が咲いたらすぐに散ってもらわないと困るというジレンマがあります。,https://upload.wikimedia.org/wikipedia/commons/a/a2/Okra_flower_and_fruit.jpg
オシロイバナ（白粉花）,"臆病,内気,恋を疑う,不思議な心",黒い種の中に白い粉が詰まっていて、潰すと化粧品の白粉（おしろい）のようになることから名付けられました。,夕方の4時頃からひっそりと咲き始め、翌朝にはしぼんでしまうため、太陽や人の目を避けているように見え「臆病」「内気」。一つの株から赤、白、ピンク、絞り模様など違う色の花を咲かせることがあるため「不思議な心」とも言われます。,"7月28日,8月1日,8月23日",オシロイバナ科。南米ペルー原産。英語では「Four o'clock（4時）」と呼ばれます。昔の子供たちは、種の粉を顔に塗ってお化粧ごっこをして遊びました。,https://upload.wikimedia.org/wikipedia/commons/f/ff/Mirabilis_jalapa_flower_1.JPG
オジギソウ（含羞草）,"繊細な感情,感受性,敏感,失望",葉に触れるとサッと閉じてお辞儀をするように垂れ下がることから。漢字の「含羞草」は恥じらう草という意味です。,ちょっとした振動や接触にも敏感に反応して葉を閉じることから「繊細な感情」「敏感」。英語名に含まれる「pudica」もラテン語で「恥ずかしがる」という意味で、世界中で「シャイな植物」として愛されています。,"1月26日,1月31日,5月21日",マメ科。ブラジル原産。葉を閉じるのは、虫に食べられないようにするためや、雨風から身を守るためと言われています。夜になると眠るように自然に葉を閉じます。,https://upload.wikimedia.org/wikipedia/commons/a/a2/Mimosa_Pudica_in_Mollepata.jpg
オステオスペルマム,"元気,無邪気,変わらぬ愛,心身の健康",ギリシャ語の「骨（osteon）」と「種（sperma）」が語源。種が骨のようにとても硬いことから名付けられました。,日当たりの良い場所で、太陽に向かってパッと開くカラフルな花が、見る人に元気やパワーを与えることから「元気」「無邪気」。春から初夏まで花が長く咲き続けることから「変わらぬ愛」という意味も込められています。,"4月18日,5月28日",キク科。アフリカ原産。花びらがスプーンのような形になっている「スプーン咲き」など、変わった形の品種も多く、光沢のある花びらがキラキラしてきれいです。,https://upload.wikimedia.org/wikipedia/commons/a/a2/Osteospermum_Ecklonis.jpg
オダマキ（苧環）,"愚か者,必ず手に入れる,勝利の誓い,断固として勝つ",独特な花の形が、麻糸を巻くための道具「苧環（おだまき）」に似ていることから名付けられました。,ヨーロッパの演劇で道化師が持つ杯に形が似ていることから「愚か者」のシンボルとされる一方、ライオンがこの葉を食べて力をつけると信じられていたことから「勝利の誓い」「必ず手に入れる」という力強い意味も持つ、二面性のある花です。,"5月14日,5月29日,6月2日",キンポウゲ科。北半球の温帯原産。英語名は「コロンバイン（鳩）」で、つぼみの形が鳩に似ていることに由来します。きれいな花ですが有毒成分を含んでいます。,https://upload.wikimedia.org/wikipedia/commons/3/35/Aquilegia_flabellata_var._pumila_2.jpg
オトギリソウ（弟切草）,"恨み,迷信,盲信,秘密,敵意",平安時代の伝説が由来です。ある鷹匠が秘伝の薬草の秘密を弟に漏らされてしまい、怒った兄が弟を斬り殺したことから「弟切草」という怖い名前がつきました。,伝説の中で、斬られた弟の血しぶきが花や葉に飛び散り、それが今でも黒い点として残っていると言われることから「恨み」「秘密」「敵意」。名前も由来も怖いですが、実際は傷薬として非常に優秀な植物です。,"6月24日,8月20日,11月19日",オトギリソウ科。日本全土に自生。ハーブの「セント・ジョーンズ・ワート」はこの仲間の西洋種で、同じように魔除けの伝説を持っています。,https://upload.wikimedia.org/wikipedia/commons/f/f6/Hypericum_erectum_2.jpg
オドントグロッサム,特別な存在,ギリシャ語の「歯（odontos）」と「舌（glossa）」に由来します。花の唇弁の根元に、歯のような突起があるためです。,ランの中でもひときわ華やかで、花びらに虎のような複雑な模様が入るのが特徴。その強烈なインパクトと美しさから「特別な存在」と称えられます。,"10月25日,12月29日",ラン科。中南米の高地に自生します。暑さに弱く、日本で育てるのは難しいため、なかなかお目にかかれないことから「彗星蘭」というロマンチックな別名もあります。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Odontoglossum_maculatum.jpg
オニタビラコ（鬼田平子）,"純愛,想い,仲間と一緒に",葉っぱが放射状に田んぼにへばりつくように広がり（田平子）、全体に大きく毛が多い（鬼）ことから名付けられました。,道端や野原で、細い茎をすっと伸ばして小さな黄色い花を一生懸命に咲かせる姿が、一途で健気な「純愛」を感じさせます。雑草として見過ごされがちですが、よく見るととても可愛い花です。,4月18日,キク科。日本全国どこにでもいます。春の七草の「ホトケノザ」は、実は今のホトケノザ（シソ科）ではなく、このオニタビラコ（または仲間のコオニタビラコ）のことだと言われています。,https://upload.wikimedia.org/wikipedia/commons/6/69/Youngia_japonica_flower.jpg
オニユリ（鬼百合）,"富と誇り,賢者,陽気,嫌悪",花びらにある黒紫色の斑点が、赤鬼の顔や虎の毛皮の模様に見えることから。英語名も「タイガーリリー」です。,鮮やかなオレンジ色に黒い斑点というド派手で豪華な見た目が、富や権力を連想させることから「富と誇り」「陽気」。一方で、その斑点が毒々しく、生理的に受け付けない人もいるため「嫌悪」というマイナスな意味も併せ持っています。,"7月15日,8月30日,9月1日",ユリ科。日本、中国原産。球根（ユリ根）は食用として美味しく食べられます。種を作らず、葉の付け根にできる黒い粒（むかご）を地面に落として増えます。,https://upload.wikimedia.org/wikipedia/commons/c/c5/Lilium_lancifolium.jpg
オミナエシ（女郎花）,"親切,美人,はかない恋,約束を守る",黄色い花が粟（アワ）ご飯（女飯）のように見えることから「女飯（おみなめし）」となり、それが変化してオミナエシになったという説があります。,秋の七草の一つ。細い茎に黄色い小花が揺れる姿が、控えめで美しい日本女性を思わせることから「美人」「親切」という言葉が託されました。源氏物語など古典文学にも度々登場する風流な花です。,"8月16日,9月4日,10月6日",オミナエシ科。日本、東アジア原産。花はきれいですが、切り花にして水につけておくと、醤油が腐ったような独特の強烈な匂いがするため、こまめな水替えが必要です。,https://upload.wikimedia.org/wikipedia/commons/2/27/Patrinia_scabiosifolia_flower.jpg
オモダカ（面高）,"高潔,信頼,秘めたる情熱",葉っぱの形が人の顔（面）に似ていて、葉脈が高く浮き出ていることから「面高」と呼ばれます。,矢尻（矢の先端）のような鋭い形の葉が「勝ち戦」を連想させるため、戦国武将に「勝ち虫（トンボ）」と共に家紋として好まれたことから「高潔」「信頼」。水田でひっそりと、しかし力強く白い花を咲かせる姿から「秘めたる情熱」。,"5月29日,11月22日",オモダカ科。アジア原産。水田の雑草として嫌われる一方で、塊茎が大きくなる変種の「クワイ」は、「芽が出る」縁起物としてお正月料理に欠かせません。,https://upload.wikimedia.org/wikipedia/commons/d/d6/Sagittaria_trifolia.jpg
オモト（万年青）,"長寿,崇高な精神,母性の愛",冬の寒い時期でも葉が枯れず、一年中青々としていることから「万年青（おもと）」という漢字が当てられました。,厳しい寒さの中でも緑を保ち、赤い実をつける姿から「長寿」の象徴とされます。徳川家康が江戸城に入る際、家臣からオモトを贈られ、その後徳川家が長く繁栄したことから、最高の引越し祝いとして知られています。,"1月16日,6月5日,12月1日",キジカクシ科。日本、中国原産。江戸時代には品種改良が大ブームになり、珍しい柄の葉を持つ品種は、家が一軒買えるほどの高値で取引されました。,https://upload.wikimedia.org/wikipedia/commons/7/77/Rohdea_japonica_1.jpg
オーニソガラム,"純粋,才能,潔白,無垢",ギリシャ語の「鳥（ornis）」と「乳（gala）」を組み合わせた言葉。「鳥の乳」という意味で、白い花色や、珍しいものの例えに由来すると言われます。,混じりけのない真っ白な星形の花を咲かせる姿から「純粋」「潔白」。英語では「ベツレヘムの星」と呼ばれ、キリストが生まれた夜に東の空で輝き、博士たちを導いた星に例えられています。,"2月27日,3月18日,4月21日",キジカクシ科。ヨーロッパ原産。日本名は「大甘菜（オオアマナ）」。清楚な見た目に反して繁殖力が強く、野生化して増えている場所もあります。,https://upload.wikimedia.org/wikipedia/commons/7/73/Ornithogalum_umbellatum_close-up.jpg
オリーブ,"平和,知恵,勝利,安らぎ",学名の「Olea」やラテン語の「oliva」に由来します。古代から人々の生活になくてはならない植物でした。,旧約聖書の「ノアの方舟」で、ハトがオリーブの枝をくわえて戻ってきたことで洪水の終わり（平和）を知ったことから「平和」。ギリシャ神話で女神アテナが人々にオリーブを贈り、ポセイドンとの知恵比べに勝ったことから「知恵」「勝利」。,"5月26日,12月31日",モクセイ科。地中海沿岸原産。オリーブオイルは古代から「液体の金」と呼ばれ、食用や灯りとして文明を支えました。国連の旗にも平和の象徴としてオリーブの枝が描かれています。,https://upload.wikimedia.org/wikipedia/commons/f/f6/Olive_flower_1.jpg
オレンジ,"花嫁の喜び,純粋,愛らしさ,寛大",サンスクリット語が語源です。日本には明治時代に入ってきましたが、みかんの仲間自体は昔から親しまれています。,西洋では、オレンジの木がたくさん実をつけることから「多産・繁栄」のシンボルとされ、白い花が「純潔」を表すため、結婚式のブーケや髪飾りに伝統的に使われてきました。そこから「花嫁の喜び」という幸せな言葉が生まれました。,"4月14日,9月7日,9月24日",ミカン科。インド原産。実も花も葉もすべて良い香りがします。白い花から採れる「ネロリ」という精油は、香水やアロマテラピーに使われる高級品です。,https://upload.wikimedia.org/wikipedia/commons/b/b0/OrangeBloss_wb.jpg
オンシジューム,"可憐,一緒に踊って,遊び心",ギリシャ語の「こぶ（onkos）」に由来し、花の一部にコブのような盛り上がりがあることから。別名は「バタフライ・オーキッド」。,黄色いドレスを着た女性が、スカートを広げて優雅に踊っているような華やかな姿から「一緒に踊って」「遊び心」という陽気な花言葉がつきました。見るだけで心がウキウキするような花です。,"1月15日,11月13日,11月28日",ラン科。中南米原産。黄色い小さな花をたくさんつける姿が一般的です。種類が多く、中にはチョコレートのような甘い香りがする品種もあります。開店祝いなどの贈り物によく使われます。,https://upload.wikimedia.org/wikipedia/commons/6/6f/Oncidium_sphacelatum_Orchi_12.jpg
